run_id,status,model,case_id,images,latency_sec,cost_usd,warnings,error,history_id
"SMOKE-SEEDREAM-TC13","succeeded","bytedance-seed/seedream-4.5","TC-13","3","34.2","0.12","","","228b75a0-1816-4cbb-8ad6-234ddc2fbeec"
